Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementClickable(findTestObject(""Object Repository/Page_Threads/a_Facebook""))",Chrome 130.0.0.0,,,04-11-2024 22:41:15,04-11-2024 22:41:15,0.300s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Threads/a_Instagram""))",Chrome 130.0.0.0,,,04-11-2024 22:41:15,04-11-2024 22:41:15,0.302s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Threads/a_YouTube""))",Chrome 130.0.0.0,,,04-11-2024 22:41:15,04-11-2024 22:41:16,0.534s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Threads/a_X (Twitter)""))",Chrome 130.0.0.0,,,04-11-2024 22:41:16,04-11-2024 22:41:16,0.297s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,04-11-2024 22:41:16,04-11-2024 22:41:17,1.145s,PASSED
,,,,,,,
"Test Cases/Threads_Webshop/3 Homepage/TC-89,11-Verify Home page elements",Chrome 130.0.0.0,,,04-11-2024 22:41:17,04-11-2024 22:41:33,15.597s,PASSED
currentDateTime = LocalDateTime.now(),Chrome 130.0.0.0,,,04-11-2024 22:41:17,04-11-2024 22:41:17,0.002s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyyMMdd_HHmmss"")",Chrome 130.0.0.0,,,04-11-2024 22:41:17,04-11-2024 22:41:17,0.003s,PASSED
dateTimeString = currentDateTime.format(formatter),Chrome 130.0.0.0,,,04-11-2024 22:41:17,04-11-2024 22:41:17,0.002s,PASSED
"screenshotFolderPath = ""screenshots/home_page_"" + dateTimeString + ""/""",Chrome 130.0.0.0,,,04-11-2024 22:41:17,04-11-2024 22:41:17,0.001s,PASSED
File(screenshotFolderPath).mkdirs(),Chrome 130.0.0.0,,,04-11-2024 22:41:17,04-11-2024 22:41:17,0.002s,PASSED
"callTestCase(findTestCase(""Threads_Webshop/ReUsable Testcases/Enter Password""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,04-11-2024 22:41:17,04-11-2024 22:41:25,7.325s,PASSED
"verifyTextPresent(""Home"", false)",Chrome 130.0.0.0,,,04-11-2024 22:41:25,04-11-2024 22:41:26,1.160s,PASSED
"takeScreenshot(screenshotFolderPath + ""home.png"")",Chrome 130.0.0.0,,,04-11-2024 22:41:26,04-11-2024 22:41:27,0.738s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thread_Webshop/Home_Page/Page_Threads/div_Uncover your wardrobe essentials       _66e2bc""), 0)",Chrome 130.0.0.0,,,04-11-2024 22:41:27,04-11-2024 22:41:27,0.495s,PASSED
"takeScreenshot(screenshotFolderPath + ""banner.png"")",Chrome 130.0.0.0,,,04-11-2024 22:41:27,04-11-2024 22:41:28,0.759s,PASSED
"verifyTextPresent(""Uncover your wardrobe essentials"", false)",Chrome 130.0.0.0,,,04-11-2024 22:41:28,04-11-2024 22:41:28,0.314s,PASSED
"isFeaturedPresent = verifyTextPresent(""Featured"", false, OPTIONAL)",Chrome 130.0.0.0,,,04-11-2024 22:41:28,04-11-2024 22:41:29,0.357s,PASSED
if (isFeaturedPresent),Chrome 130.0.0.0,,,04-11-2024 22:41:29,04-11-2024 22:41:30,1.155s,PASSED
"scrollToPosition(0, 1000)",Chrome 130.0.0.0,,,04-11-2024 22:41:30,04-11-2024 22:41:30,0.038s,PASSED
delay(2),Chrome 130.0.0.0,,,04-11-2024 22:41:30,04-11-2024 22:41:32,2.014s,PASSED
"takeScreenshot(screenshotFolderPath + ""featured.png"")",Chrome 130.0.0.0,,,04-11-2024 22:41:32,04-11-2024 22:41:32,0.421s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,04-11-2024 22:41:32,04-11-2024 22:41:33,0.627s,PASSED
,,,,,,,
"Test Cases/Threads_Webshop/4 Search/TC-112, 169, 143-Verify Search Scenario",Chrome 130.0.0.0,,,04-11-2024 22:41:33,04-11-2024 22:42:34,1m - 0.812s,PASSED
timestamp = SimpleDateFormat(yyyyMMdd_HHmmss).format(new java.util.Date()),Chrome 130.0.0.0,,,04-11-2024 22:41:33,04-11-2024 22:41:33,0.016s,PASSED
"screenshotFolder = ""screenshots/search_"" + timestamp + ""/""",Chrome 130.0.0.0,,,04-11-2024 22:41:33,04-11-2024 22:41:33,0.000s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,04-11-2024 22:41:33,04-11-2024 22:41:34,0.801s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,04-11-2024 22:41:34,04-11-2024 22:41:34,0.069s,PASSED
"navigateToUrl(""https://threads0.myshopify.com/password"")",Chrome 130.0.0.0,,,04-11-2024 22:41:34,04-11-2024 22:41:35,1.369s,PASSED
"click(findTestObject(""Object Repository/Search with Category_An/Page_Threads/div_Enter using password""))",Chrome 130.0.0.0,,,04-11-2024 22:41:35,04-11-2024 22:41:44,8.246s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Search with Category_An/Page_Threads/input_Enter store using password_password""), ""gnzTAVlujIw+lTr0To6+Cg=="")",Chrome 130.0.0.0,,,04-11-2024 22:41:44,04-11-2024 22:41:44,0.411s,PASSED
"click(findTestObject(""Object Repository/Search with Category_An/Page_Threads/button_Enter""))",Chrome 130.0.0.0,,,04-11-2024 22:41:44,04-11-2024 22:41:45,1.415s,PASSED
"verifyTextPresent(""Home"", false)",Chrome 130.0.0.0,,,04-11-2024 22:41:45,04-11-2024 22:41:47,1.186s,PASSED
"takeScreenshot(screenshotFolder + ""home.png"")",Chrome 130.0.0.0,,,04-11-2024 22:41:47,04-11-2024 22:41:47,0.735s,PASSED
"verifyTextPresent(""Catalog"", false)",Chrome 130.0.0.0,,,04-11-2024 22:41:47,04-11-2024 22:41:48,0.638s,PASSED
"takeScreenshot(screenshotFolder + ""catalog.png"")",Chrome 130.0.0.0,,,04-11-2024 22:41:48,04-11-2024 22:41:49,0.710s,PASSED
"click(findTestObject(""Object Repository/Search with Category_An/Page_Threads/span_Catalog""))",Chrome 130.0.0.0,,,04-11-2024 22:41:49,04-11-2024 22:41:50,0.859s,PASSED
"verifyTextPresent(""Products"", false)",Chrome 130.0.0.0,,,04-11-2024 22:41:50,04-11-2024 22:41:51,1.291s,PASSED
"takeScreenshot(screenshotFolder + ""product.png"")",Chrome 130.0.0.0,,,04-11-2024 22:41:51,04-11-2024 22:41:51,0.445s,PASSED
"verifyTextPresent(""Price"", false)",Chrome 130.0.0.0,,,04-11-2024 22:41:51,04-11-2024 22:41:52,0.323s,PASSED
"click(findTestObject(""Object Repository/Search with Category_An/Page_Products  Threads/span_Price""))",Chrome 130.0.0.0,,,04-11-2024 22:41:52,04-11-2024 22:41:52,0.442s,PASSED
delay(2),Chrome 130.0.0.0,,,04-11-2024 22:41:52,04-11-2024 22:41:54,2.016s,PASSED
"setText(findTestObject(""Object Repository/Search with Category_An/Page_Products  Threads/input__filter.v.price.gte""), ""199"")",Chrome 130.0.0.0,,,04-11-2024 22:41:54,04-11-2024 22:41:55,0.704s,PASSED
"setText(findTestObject(""Object Repository/Search with Category_An/Page_Products  Threads/input__filter.v.price.lte""), ""299"")",Chrome 130.0.0.0,,,04-11-2024 22:41:55,04-11-2024 22:41:55,0.644s,PASSED
"click(findTestObject(""Object Repository/Search with Category_An/Page_Products  Threads/summary_Price""))",Chrome 130.0.0.0,,,04-11-2024 22:41:55,04-11-2024 22:41:56,0.368s,PASSED
"verifyTextPresent(""Sort by:"", false)",Chrome 130.0.0.0,,,04-11-2024 22:41:56,04-11-2024 22:41:56,0.343s,PASSED
"takeScreenshot(screenshotFolder + ""items.png"")",Chrome 130.0.0.0,,,04-11-2024 22:41:56,04-11-2024 22:41:57,1.067s,PASSED
"product1 = getText(findTestObject(""Object Repository/Search with Category_An/Page_Products  Threads/a_ASICS TIGER  GEL-LYTE V 30 YEARS OF GEL PACK""))",Chrome 130.0.0.0,,,04-11-2024 22:41:57,04-11-2024 22:42:29,31.876s,PASSED
println(product1),Chrome 130.0.0.0,,,04-11-2024 22:42:29,04-11-2024 22:42:29,0.000s,PASSED
"price1 = getText(findTestObject(""Object Repository/Search with Category_An/Page_Products  Threads/a_ASICS TIGER  GEL-LYTE V 30 YEARS OF GEL PACK_1""))",Chrome 130.0.0.0,,,04-11-2024 22:42:29,04-11-2024 22:42:29,0.300s,PASSED
println(price1),Chrome 130.0.0.0,,,04-11-2024 22:42:29,04-11-2024 22:42:29,0.000s,PASSED
"click(findTestObject(""Object Repository/Search with Category_An/Page_Products  Threads/a_ASICS TIGER  GEL-LYTE V 30 YEARS OF GEL PACK_1_2""))",Chrome 130.0.0.0,,,04-11-2024 22:42:29,04-11-2024 22:42:30,0.912s,PASSED
delay(2),Chrome 130.0.0.0,,,04-11-2024 22:42:30,04-11-2024 22:42:32,2.015s,PASSED
"verifyTextPresent(product1, false)",Chrome 130.0.0.0,,,04-11-2024 22:42:32,04-11-2024 22:42:33,0.313s,PASSED
"verifyTextPresent(price1, false)",Chrome 130.0.0.0,,,04-11-2024 22:42:33,04-11-2024 22:42:33,0.408s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,04-11-2024 22:42:33,04-11-2024 22:42:34,0.695s,PASSED
,,,,,,,
Test Cases/Threads_Webshop/5 Shopping Cart/TC-157 Verify the cart,Chrome 130.0.0.0,,,04-11-2024 22:42:34,04-11-2024 22:43:19,45.492s,PASSED
currentDateTime = LocalDateTime.now(),Chrome 130.0.0.0,,,04-11-2024 22:42:34,04-11-2024 22:42:34,0.000s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyyMMdd_HHmmss"")",Chrome 130.0.0.0,,,04-11-2024 22:42:34,04-11-2024 22:42:34,0.000s,PASSED
dateTimeString = currentDateTime.format(formatter),Chrome 130.0.0.0,,,04-11-2024 22:42:34,04-11-2024 22:42:34,0.000s,PASSED
"screenshotFolderPath = ""screenshots/shopping_cart_"" + dateTimeString + ""/""",Chrome 130.0.0.0,,,04-11-2024 22:42:34,04-11-2024 22:42:34,0.000s,PASSED
File(screenshotFolderPath).mkdirs(),Chrome 130.0.0.0,,,04-11-2024 22:42:34,04-11-2024 22:42:34,0.000s,PASSED
"callTestCase(findTestCase(""Threads_Webshop/ReUsable Testcases/Enter Password""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,04-11-2024 22:42:34,04-11-2024 22:42:44,9.933s,PASSED
"takeScreenshot(screenshotFolderPath + ""home.png"")",Chrome 130.0.0.0,,,04-11-2024 22:42:44,04-11-2024 22:42:45,1.634s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Threads/span_Catalog""))",Chrome 130.0.0.0,,,04-11-2024 22:42:45,04-11-2024 22:42:47,1.119s,PASSED
"takeScreenshot(screenshotFolderPath + ""catalog.png"")",Chrome 130.0.0.0,,,04-11-2024 22:42:47,04-11-2024 22:42:48,1.236s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Products  Threads/a_ADIDAS  CLASSIC BACKPACK""))",Chrome 130.0.0.0,,,04-11-2024 22:42:48,04-11-2024 22:42:49,1.362s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_ADIDAS  CLASSIC BACKPACK  Threads/button_Add to cart""))",Chrome 130.0.0.0,,,04-11-2024 22:42:49,04-11-2024 22:42:51,1.946s,PASSED
delay(2),Chrome 130.0.0.0,,,04-11-2024 22:42:51,04-11-2024 22:42:53,2.010s,PASSED
"takeScreenshot(screenshotFolderPath + ""addToCart1.png"")",Chrome 130.0.0.0,,,04-11-2024 22:42:53,04-11-2024 22:42:54,0.414s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_ADIDAS  CLASSIC BACKPACK  Threads/button_Continue shopping""))",Chrome 130.0.0.0,,,04-11-2024 22:42:54,04-11-2024 22:42:54,0.310s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_ADIDAS  CLASSIC BACKPACK  Threads/span_Catalog""))",Chrome 130.0.0.0,,,04-11-2024 22:42:54,04-11-2024 22:42:57,2.945s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Products  Threads/a_ADIDAS  CLASSIC BACKPACK  LEGEND INK MULTICOLOUR""))",Chrome 130.0.0.0,,,04-11-2024 22:42:57,04-11-2024 22:42:58,1.543s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_ADIDAS  CLASSIC BACKPACK  LEGEND INK M_ff53f1/button_Add to cart""))",Chrome 130.0.0.0,,,04-11-2024 22:42:58,04-11-2024 22:43:00,1.228s,PASSED
delay(2),Chrome 130.0.0.0,,,04-11-2024 22:43:00,04-11-2024 22:43:02,2.010s,PASSED
"takeScreenshot(screenshotFolderPath + ""addToCart2.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:02,04-11-2024 22:43:02,0.430s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_ADIDAS  CLASSIC BACKPACK  LEGEND INK M_ff53f1/button_Continue shopping""))",Chrome 130.0.0.0,,,04-11-2024 22:43:02,04-11-2024 22:43:02,0.348s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_ADIDAS  CLASSIC BACKPACK  LEGEND INK M_ff53f1/span_Catalog""))",Chrome 130.0.0.0,,,04-11-2024 22:43:02,04-11-2024 22:43:05,2.955s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Products  Threads/a_CONVERSE  CHUCK TAYLOR ALL STAR II HI""))",Chrome 130.0.0.0,,,04-11-2024 22:43:05,04-11-2024 22:43:07,1.675s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_CONVERSE  CHUCK TAYLOR ALL STAR II HI _4a158e/button_Add to cart""))",Chrome 130.0.0.0,,,04-11-2024 22:43:07,04-11-2024 22:43:08,1.240s,PASSED
delay(2),Chrome 130.0.0.0,,,04-11-2024 22:43:08,04-11-2024 22:43:10,2.005s,PASSED
"takeScreenshot(screenshotFolderPath + ""addToCart3.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:10,04-11-2024 22:43:11,0.426s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_CONVERSE  CHUCK TAYLOR ALL STAR II HI _4a158e/button_Continue shopping""))",Chrome 130.0.0.0,,,04-11-2024 22:43:11,04-11-2024 22:43:11,0.370s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_CONVERSE  CHUCK TAYLOR ALL STAR II HI _4a158e/span_Home""))",Chrome 130.0.0.0,,,04-11-2024 22:43:11,04-11-2024 22:43:14,3.028s,PASSED
"click(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Threads/svg_Log in_icon icon-cart""))",Chrome 130.0.0.0,,,04-11-2024 22:43:14,04-11-2024 22:43:15,1.404s,PASSED
"scrollToPosition(0, 150)",Chrome 130.0.0.0,,,04-11-2024 22:43:15,04-11-2024 22:43:15,0.012s,PASSED
"takeScreenshot(screenshotFolderPath + ""verify_cart.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:15,04-11-2024 22:43:17,1.244s,PASSED
"abbText = getText(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Your Shopping Cart  Threads/span_Rs. 140.00""))",Chrome 130.0.0.0,,,04-11-2024 22:43:17,04-11-2024 22:43:17,0.314s,PASSED
abbPrice = parsePrice(abbText),Chrome 130.0.0.0,,,04-11-2024 22:43:17,04-11-2024 22:43:17,0.010s,PASSED
"cleanText = replace("","", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:17,04-11-2024 22:43:17,0.005s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:17,04-11-2024 22:43:17,0.000s,PASSED
println($abbPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:17,04-11-2024 22:43:17,0.048s,PASSED
"ambText = getText(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Your Shopping Cart  Threads/span_Rs. 40.00""))",Chrome 130.0.0.0,,,04-11-2024 22:43:17,04-11-2024 22:43:18,0.726s,PASSED
ambPrice = parsePrice(ambText),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
"cleanText = replace("","", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
println($ambPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
"shoeText = getText(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Your Shopping Cart  Threads/span_Rs. 56.00""))",Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.268s,PASSED
shoePrice = parsePrice(shoeText),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
"cleanText = replace("","", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.016s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
println($shoePrice),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.002s,PASSED
"totalText = getText(findTestObject(""Object Repository/Thread_Webshop/Shopping Cart/Page_Your Shopping Cart  Threads/p_Rs. 236.00""))",Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.313s,PASSED
totalPrice = parsePrice(totalText),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
"cleanText = replace("","", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
println(Total Price: $totalPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
total = abbPrice + ambPrice + shoePrice,Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.031s,PASSED
println(Calculated Total: $total),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
if (total == totalPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:18,0.000s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,04-11-2024 22:43:18,04-11-2024 22:43:19,0.732s,PASSED
,,,,,,,
Test Cases/Threads_Webshop/5 Shopping Cart/TC-309-Verify Promo code,Chrome 130.0.0.0,,,04-11-2024 22:43:19,04-11-2024 22:44:28,1m - 9.178s,PASSED
currentDateTime = LocalDateTime.now(),Chrome 130.0.0.0,,,04-11-2024 22:43:19,04-11-2024 22:43:19,0.000s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyyMMdd_HHmmss"")",Chrome 130.0.0.0,,,04-11-2024 22:43:19,04-11-2024 22:43:19,0.000s,PASSED
dateTimeString = currentDateTime.format(formatter),Chrome 130.0.0.0,,,04-11-2024 22:43:19,04-11-2024 22:43:19,0.000s,PASSED
"screenshotFolderPath = ""screenshots/shopping_cart_"" + dateTimeString + ""/""",Chrome 130.0.0.0,,,04-11-2024 22:43:19,04-11-2024 22:43:19,0.000s,PASSED
File(screenshotFolderPath).mkdirs(),Chrome 130.0.0.0,,,04-11-2024 22:43:19,04-11-2024 22:43:19,0.000s,PASSED
"callTestCase(findTestCase(""Threads_Webshop/ReUsable Testcases/Enter Password""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,04-11-2024 22:43:19,04-11-2024 22:43:27,7.396s,PASSED
"takeScreenshot(screenshotFolderPath + ""home.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:27,04-11-2024 22:43:28,1.487s,PASSED
"click(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Threads/span_Catalog""))",Chrome 130.0.0.0,,,04-11-2024 22:43:28,04-11-2024 22:43:29,0.710s,PASSED
"click(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Products  Threads/a_CONVERSE  CHUCK TAYLOR ALL STAR LO""))",Chrome 130.0.0.0,,,04-11-2024 22:43:29,04-11-2024 22:43:31,1.625s,PASSED
"takeScreenshot(screenshotFolderPath + ""item.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:31,04-11-2024 22:43:32,1.352s,PASSED
delay(2),Chrome 130.0.0.0,,,04-11-2024 22:43:32,04-11-2024 22:43:34,2.018s,PASSED
"click(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_CONVERSE  CHUCK TAYLOR ALL STAR LO  Threads/label_4Variant sold out or unavailable""))",Chrome 130.0.0.0,,,04-11-2024 22:43:34,04-11-2024 22:43:34,0.326s,PASSED
"click(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_CONVERSE  CHUCK TAYLOR ALL STAR LO  Threads/button_Add to cart""))",Chrome 130.0.0.0,,,04-11-2024 22:43:34,04-11-2024 22:43:35,0.758s,PASSED
"takeScreenshot(screenshotFolderPath + ""verify_cart.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:35,04-11-2024 22:43:37,2.365s,PASSED
"click(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_CONVERSE  CHUCK TAYLOR ALL STAR LO  Threads/a_View cart (1)""))",Chrome 130.0.0.0,,,04-11-2024 22:43:37,04-11-2024 22:43:38,0.947s,PASSED
"click(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Your Shopping Cart  Threads/button_Check out""))",Chrome 130.0.0.0,,,04-11-2024 22:43:38,04-11-2024 22:43:46,7.251s,PASSED
"takeScreenshot(screenshotFolderPath + ""checkout.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:46,04-11-2024 22:43:47,1.469s,PASSED
"setText(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Checkout - Threads/input_Discount code_reductions""), ""WINTER10"")",Chrome 130.0.0.0,,,04-11-2024 22:43:47,04-11-2024 22:43:48,0.771s,PASSED
delay(3),Chrome 130.0.0.0,,,04-11-2024 22:43:48,04-11-2024 22:43:51,3.009s,PASSED
"takeScreenshot(screenshotFolderPath + ""promo.png"")",Chrome 130.0.0.0,,,04-11-2024 22:43:51,04-11-2024 22:43:51,0.370s,PASSED
"click(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Checkout - Threads/button_Apply""))",Chrome 130.0.0.0,,,04-11-2024 22:43:51,04-11-2024 22:43:52,0.379s,PASSED
"prodPrice = getText(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Checkout - Threads/span_100.00""))",Chrome 130.0.0.0,,,04-11-2024 22:43:52,04-11-2024 22:43:54,1.955s,PASSED
originalPrice = parsePrice(prodPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
"cleanText = ]"", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
println(Original Price: $originalPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
discountedPrice = originalPrice / 100 * 10,Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.015s,PASSED
"discount = parseDisc(getText(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Checkout - Threads/span_10.00"")))",Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.525s,PASSED
"cleanText = -]"", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
if (discount == discountedPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
"taxAmt = parsePrice(getText(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Checkout - Threads/span_8.10"")))",Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.346s,PASSED
"cleanText = ]"", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
totalPrice = originalPrice - discount + taxAmt,Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:54,0.000s,PASSED
"finalPriceStr = getText(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Checkout - Threads/strong_98.10""))",Chrome 130.0.0.0,,,04-11-2024 22:43:54,04-11-2024 22:43:55,0.348s,PASSED
finalPrice = parsePrice(finalPriceStr),Chrome 130.0.0.0,,,04-11-2024 22:43:55,04-11-2024 22:43:55,0.000s,PASSED
"cleanText = ]"", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:43:55,04-11-2024 22:43:55,0.000s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:43:55,04-11-2024 22:43:55,0.015s,PASSED
if (totalPrice == finalPrice),Chrome 130.0.0.0,,,04-11-2024 22:43:55,04-11-2024 22:43:55,0.002s,PASSED
"verifyTextPresent(""TOTAL SAVINGS"", false)",Chrome 130.0.0.0,,,04-11-2024 22:43:55,04-11-2024 22:43:55,0.392s,PASSED
"savings = parsePrice(getText(findTestObject(""Object Repository/Shopping cart_An/PROMO CODE/Page_Checkout - Threads/strong_10.00"")))",Chrome 130.0.0.0,,,04-11-2024 22:43:55,04-11-2024 22:44:27,31.889s,PASSED
"cleanText = ]"", """").trim()",Chrome 130.0.0.0,,,04-11-2024 22:44:27,04-11-2024 22:44:27,0.000s,PASSED
return java.lang.Float.parseFloat(cleanText),Chrome 130.0.0.0,,,04-11-2024 22:44:27,04-11-2024 22:44:27,0.000s,PASSED
if (savings == discountedPrice),Chrome 130.0.0.0,,,04-11-2024 22:44:27,04-11-2024 22:44:27,0.000s,PASSED
"takeScreenshot(screenshotFolderPath + ""verify_price.png"")",Chrome 130.0.0.0,,,04-11-2024 22:44:27,04-11-2024 22:44:28,0.417s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,04-11-2024 22:44:28,04-11-2024 22:44:28,0.847s,PASSED
,,,,,,,
"Test Cases/Threads_Webshop/6 Checkout/TC-178,404,305-Verify checkout scenario",Chrome 130.0.0.0,,,04-11-2024 22:44:28,04-11-2024 22:45:15,46.890s,PASSED
currentDateTime = LocalDateTime.now(),Chrome 130.0.0.0,,,04-11-2024 22:44:29,04-11-2024 22:44:29,0.001s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyyMMdd_HHmmss"")",Chrome 130.0.0.0,,,04-11-2024 22:44:29,04-11-2024 22:44:29,0.001s,PASSED
dateTimeString = currentDateTime.format(formatter),Chrome 130.0.0.0,,,04-11-2024 22:44:29,04-11-2024 22:44:29,0.001s,PASSED
"screenshotFolderPath = ""screenshots/checkout_"" + dateTimeString + ""/""",Chrome 130.0.0.0,,,04-11-2024 22:44:29,04-11-2024 22:44:29,0.001s,PASSED
